temperature,humidity,pressure,label
0.7819738395573078,0.7599012993176445,0.027454798718138117,0
-0.9931113296911264,-0.03091202389106583,0.9341231832892262,0
0.9884036866217611,0.13606541087701302,-0.6067447905785176,0
-0.942268440729928,-1.9969954761509328,-1.0383498544602152,0
2.090164265990459,-0.45436668588694396,0.9432813361121094,1
-0.8076542638732129,1.0429323572228213,0.23948049454542156,0
0.5235183688543477,0.8613718033567871,1.2568181141328147,0
-0.9429525324492665,-1.5557188212859798,-0.03066088854439673,0
0.15498884012422115,-0.28537093912459505,-1.1283415014408875,0
-1.1380931223556379,-0.02081640934474891,0.5405979775120251,0
-0.4567618541914001,1.4222032353848733,0.03721286187307301,0
1.0920541300853954,-0.20318326148762425,-1.9216187279946642,1
0.132053718012229,0.4126621076410987,1.309039135354795,0
0.7618107208439364,0.868125002245074,-1.197885914705615,0
-0.7729156136758469,1.6150486225976135,0.5043583975159455,0
0.29038073790827235,0.6030499660818238,0.4890340068139272,0
0.5354675754419806,-1.9543605731919245,1.0785769109320769,0
-0.5848169242401866,-1.2038665602229741,-1.138549179536654,0
-0.8332064206676133,-1.8188668478512415,0.2618013670904432,0
-1.7650454135728204,0.32772441598489166,0.39156776045404895,0
1.1393605443497161,-0.36076891167232095,-0.8939879995947089,1
-1.8125328459314258,1.3742232027297625,-0.5407995842004117,0
-1.0808505123757055,0.496317062368563,-0.5405282074768778,0
0.0822092719179403,-0.4049502162050581,0.3352018252973466,0
2.401862245495438,0.6486162562343643,0.6732147234308063,1
0.4975363069138847,-0.12827747884738278,1.5875911331941288,0
0.5661909720166655,0.122637120810252,1.5828356868854812,0
1.4038495556751405,1.7330644872606173,0.5879548931583737,1
-0.21864162146192376,-0.6010951414705783,-1.0217321155996557,0
1.4686594915814075,-0.40565946673245357,-0.09597718476859657,1
-0.05594098687967187,-2.25367802694461,-0.26490208067179744,0
-0.5932809917114525,-0.4284654262291425,-0.8300030624025103,0
-0.7799439466012388,0.6522178729189285,-0.6076953429793749,0
-0.6920706408485493,-1.0186945496435504,-0.6519873436745114,0
-0.027160157751114425,-0.8921020301726253,0.047624753934983284,0
-1.0617484143298148,-0.121208745225236,0.3676816140933546,0
-0.05819749180341777,-1.3615446678440668,-1.618783334546141,0
-0.5955950497572515,-1.4407155954745217,-1.8788733838633496,0
0.42867986694878674,1.0325170124393939,-0.031153537245040584,0
0.8577617384029561,-1.2849632891200435,-0.2352104099172992,0
-1.2397968129682106,0.9359299556542102,0.2687555950970805,0
-0.8316115117515298,2.413481161553249,0.3775072125461418,0
-1.3595633550028932,-0.6596475434950559,0.33181566718121674,0
-0.30556650893346193,1.375492953281627,0.042139143221371245,0
0.08210437104840068,-0.8914360171968952,-1.3298028056801483,0
0.44452861604718014,-1.0442150776766497,-1.9813878574397676,0
-0.04462041584555337,-0.4813746631834278,0.5728211992246912,0
-1.4933784938686843,-0.3584102397293519,1.8399551440711384,0
-0.111860801714728,-1.3937574390477276,-1.4587491539150113,0
-0.12245569651074155,-0.6321174454004547,0.470746070688312,0
-0.15113505996536988,-0.3811356668698456,0.8601310537743532,0
-0.5214875821824931,-1.2122007317991588,-0.23240402259209236,0
-0.7581537353485087,-2.192399469795007,0.47512174083863895,0
